,flux
EX_ocdcea_e,0.0
EX_octa_e,0.0
EX_orn_e,0.0
EX_orot_e,0.0
EX_pacald_e,0.0
EX_peamn_e,0.0
EX_phe__L_e,0.0
EX_pheme_e,0.0
EX_pi_e,-2.262067388058881
EX_pnto__R_e,0.0
EX_ppa_e,0.0
EX_ppal_e,0.0
EX_pppn_e,0.0
EX_ppt_e,0.0
EX_pro__L_e,0.0
EX_progly_e,0.0
EX_psclys_e,0.0
EX_pser__L_e,0.0
EX_ptrc_e,0.0
EX_pydam_e,0.0
EX_pydx_e,0.0
EX_pydxn_e,0.0
EX_pyr_e,0.0
EX_quin_e,0.0
EX_r5p_e,0.0
EX_rfamp_e,0.0
EX_rib__D_e,0.0
EX_rmn_e,0.0
EX_sbt__D_e,0.0
EX_sel_e,0.0
EX_ser__D_e,0.0
EX_ser__L_e,0.0
EX_skm_e,0.0
EX_slnt_e,0.0
EX_so2_e,0.0
EX_so3_e,0.0
EX_so4_e,-0.6042206845114158
EX_spmd_e,0.0
EX_sq_e,0.0
EX_succ_e,0.7779636494032025
EX_sucr_e,0.0
EX_sulfac_e,0.0
EX_tartr__D_e,0.0
EX_tartr__L_e,0.0
EX_taur_e,0.0
EX_tcynt_e,0.0
EX_thm_e,0.0
EX_thr__L_e,0.0
EX_thrp_e,0.0
EX_thym_e,0.0
EX_thymd_e,0.0
EX_tma_e,0.0
EX_tmao_e,0.0
EX_tre_e,0.0
EX_trp__L_e,0.0
EX_tsul_e,0.0
EX_ttdca_e,0.0
EX_ttdcea_e,0.0
EX_ttrcyc_e,0.0
EX_tungs_e,0.0
EX_tym_e,0.0
EX_tyr__L_e,0.0
EX_tyrp_e,0.0
EX_uacgam_e,0.0
EX_udpacgal_e,0.0
EX_udpg_e,0.0
EX_udpgal_e,0.0
EX_udpglcur_e,0.0
EX_ump_e,0.0
EX_ura_e,0.0
EX_urate_e,0.0
EX_urea_e,0.0
EX_uri_e,0.0
EX_val__L_e,0.0
EX_xan_e,0.0
EX_xmp_e,0.0
EX_xtsn_e,0.0
EX_xyl__D_e,0.0
EX_xylu__L_e,0.0
EX_zn2_e,-0.0007783408083751198
F1PP,0.0
F6PA,0.0
F6PP,0.0
F6Pt6_2pp,0.0
F6Ptex,0.0
FA100ACPHi,0.0
FA120ACPHi,0.0
FA140ACPHi,0.0
FA141ACPHi,0.0
FA160ACPHi,0.0
FA161ACPHi,0.0
FA80ACPHi,0.0
FACOAE100,0.0
FACOAE120,0.09790518409051854
FACOAE140,0.01958103681810371
FACOAE141,0.0
FACOAE160,0.2914021504244407
FACOAE161,0.22665092156967837
FACOAE180,0.0
FACOAE181,0.11681358070385363
FACOAE60,11.138790487567828
FACOAE80,7.2068593368066645e-06
FACOAL100t2pp,0.0
FACOAL120t2pp,0.0
FACOAL140t2pp,0.0
FACOAL141t2pp,0.0
FACOAL160t2pp,0.0
FACOAL161t2pp,0.0
FACOAL180t2pp,0.0
FACOAL181t2pp,0.0
FACOAL60t2pp,0.0
FACOAL80t2pp,0.0
FADRx,27.103892156386355
FADRx2,0.0
FADt,0.0
FADtex,0.0
FALDH2,0.0
FALDtex,0.0
FALDtpp,0.0
FALGTHLs,0.0
FBA,0.0
FBA3,0.0
FBP,0.0
FCI,0.0
FCLK,0.0
FCLPA,0.0
FCLT,0.0010714197547385907
FDH4pp,0.0
FDH5pp,0.0
FDMO,0.0
FDMO2,0.0
FDMO3,0.0
FDMO4,0.0
FDMO6,0.0
FE2abcpp,0.0
FE2t2pp,0.0
FE2t3pp,0.0
FE2tex,0.01945611792293239
FE2tpp,0.01945611792293239
FE3DCITR5,0.0
FE3DCITabcpp,0.0
FE3DCITexs,0.0
FE3DCITtonex,0.0
FE3DHBZS3R,0.0
FE3DHBZStonex,0.0
FE3HOXR1,0.0
FE3HOXR2,0.0
FE3HOXR3,0.0
FE3HOXUtex,0.0
FE3HOXUtpp,0.0
FE3HOXabcpp,0.0
FE3HOXexs,0.0
FE3HOXtonex,0.0
FE3Ri,0.0
FE3abcpp,0.0178441837179333
FE3tex,0.0178441837179333
FECRMR1,0.0
FECRMR2,0.0
FECRMR3,0.0
FECRMUtex,0.0
FECRMUtpp,0.0
FECRMabcpp,0.0
FECRMexs,0.0
FECRMtonex,0.0
FEENTERES,0.0
FEENTERR1,0.0
FEENTERR2,0.0
FEENTERR3,0.0
FEENTERR4,0.0
FEENTERabcpp,0.0
FEENTERexs,0.0
FEENTERtex,0.0
FEENTERtonex,0.0
FEENTERtpp,0.0
FEOXAMR1,0.0
FEOXAMR2,0.0
FEOXAMR3,0.0
FEOXAMUtex,0.0
FEOXAMUtpp,0.0
FEOXAMabcpp,0.0
FEOXAMexs,0.0
FEOXAMtonex,0.0
FEROpp,0.0
FESD1s,0.0
FESD2s,0.0
FESR,0.0
FHL,0.0
FLDR2,0.0
FLVR,0.0
FLVRx,0.0
FMNAT,0.0005357098773697002
FMNRx,0.0
FMNRx2,0.0
FMNt,0.0
FMNtex,0.0
FOMETRi,0.0
FORCT,0.0
FORt2pp,0.0
FORtex,-75.18955073736039
FORtppi,75.18955073736039
FPK,50.12594827491323
FRD2,0.0
FRD3,0.0
FRUK,0.0
FRULYSDG,0.0
FRULYSE,0.0
FRULYSK,0.0
FRULYSt2pp,0.0
FRULYStex,0.0
FRUURt2rpp,0.0
FRUURtex,0.0
FRUpts2pp,0.0
FRUptspp,0.0
FRUtex,0.0
FTHFD,0.0
FTHFLi,0.0
FUCtex,0.0
FUCtpp,0.0
FUM,1.6774901998131975
FUMt1pp,0.0
FUMt2_2pp,0.0
FUMt2_3pp,0.0
FUMtex,0.0
FUSAtex,0.0
FUSAtpp,0.0
Ftex,0.0
Ftpp,0.0
G1PACT,0.17165778025695233
G1PP,0.0
G1PPpp,0.0
G1PTT,0.01958103681810371
G1Ptex,0.0
G1SAT,0.012857037056863089
G2PP,0.0
G2PPpp,0.0
G3PAT120,0.0
G3PAT140,0.0
G3PAT141,0.0
G3PAT160,0.14570107521222034
G3PAT161,0.11332546078483918
G3PAT180,0.0
G3PAT181,0.058406790351926814
G3PCabcpp,0.0
G3PCtex,0.0
G3PD2,-0.3883151902121324
G3PD5,0.0
G3PD6,0.0
G3PD7,0.0
G3PEabcpp,0.0
G3PEtex,0.0
G3PGabcpp,0.0
G3PGtex,0.0
G3PIabcpp,0.0
G3PItex,0.0
G3PSabcpp,0.0
G3PStex,0.0
G3PT,0.0
G5SADs,0.5160063239424659
G5SD,0.5160063239424659
G6PDA,0.0
G6PDH2r,0.0
G6PP,0.0
G6Pt6_2pp,0.0
G6Ptex,0.0
GAL1PPpp,0.0
GAL1Ptex,0.0
GALBDtex,0.0
GALCTD,0.0
GALCTLO,0.0
GALCTND,0.0
GALCTNLt2pp,0.0
GALCTNLtex,0.0
GALCTNt2pp,0.0
GALCTNtex,0.0
GALCTt2rpp,0.0
GALCTtex,0.0
GALKr,0.0
GALM2pp,0.0
GALS3,0.0
GALT1,0.01958103681810371
GALTptspp,0.0
GALTtex,0.0
GALURt2rpp,0.0
GALURtex,0.0
GALUi,0.07832414727241484
GALabcpp,0.0
GALt2pp,0.0
GALtex,0.0
GAM6Pt6_2pp,0.0
GAMAN6Ptex,0.0
GAMptspp,0.0
GAMtex,0.0
GAPD,95.84914450323276
GAPP,0.0
GARFT,0.7708552838106323
GART,0.28530034285265715
GBBTNtex,0.0
GCALDD,0.0
GDMANE,0.0
GDPDPK,0.0
GDPMNH,0.0
GDPMNP,0.0
GDPTPDP,0.0
GDPtex,0.0
GF6PTA,0.17165778025695233
GGGABADr,0.0
GGGABAH,0.0
GGPTRCO,0.0
GGPTRCS,0.0
GHBDHx,0.0
GHMT2r,2.4889080902578016
GK1,0.56716061151512
GLBRAN2,0.0
GLCATr,0.0
GLCDpp,0.0
GLCNt2rpp,0.0
GLCNtex,0.0
GLCP,0.0
GLCP2,0.0
GLCRAL,0.0
GLCRD,0.0
GLCRt2rpp,0.0
GLCRtex,0.0
GLCS1,0.3704013401880697
GLCTR1,0.01958103681810371
GLCTR2,0.01958103681810371
GLCTR3,0.01958103681810371
GLCUR1Ptex,0.0
GLCURt2rpp,0.0
GLCURtex,0.0
GLCabcpp,0.0
GLCptspp,0.0
GLCt2pp,100.0
GLCtex_copy1,100.0
GLCtex_copy2,0.0
GLDBRAN2,0.0
GLGC,0.3704013401880697
GLNS,3.6275966700462003
GLNabcpp,0.0
GLNtex,0.0
GLTPD,0.0
GLU5K,0.5160063239424659
GLUABUTt7pp,0.0
GLUCYS,0.0005357098773692954
GLUDC,0.0
GLUDy,-19.969719558142998
GLUN,0.0
GLUNpp,0.0
GLUPRT,1.0561556266632894
GLUR,-0.06624785331037246
GLUSy,0.0
GLUTRR,0.012857037056863089
GLUTRS,0.012857037056863089
GLUabcpp,0.0
GLUt2rpp,0.0
GLUt4pp,0.0
GLUtex,0.0
GLXCL,0.0
GLYALDtex,0.0
GLYALDtpp,0.0
GLYAT,0.0
GLYBabcpp,0.0
GLYBt2pp,0.0
GLYBt3pp,0.0
GLYBtex,0.0
GLYC2Pabcpp,0.0
GLYC2Ptex,0.0
GLYC3Pabcpp,0.0
GLYC3Pt6pp,0.0
GLYC3Ptex,0.0
GLYCAt2rpp,0.0
GLYCAtex,0.0
GLYCDx,0.0
GLYCK,0.0
GLYCK2,0.0
GLYCL,0.0
GLYCLTDx,0.0
GLYCLTDy,0.0
GLYCLTt2rpp,0.0
GLYCLTt4pp,0.0
GLYCLTtex,0.0
GLYCTO2,0.0
GLYCTO3,0.0
GLYCTO4,0.0
GLYCtex,7.930982981463387e-13
GLYCtpp,-0.015408265262885745
GLYK,0.015408265262885745
GLYOX,0.0
GLYOX3,0.0
GLYt2pp,0.0
GLYt4pp,0.0
GLYtex,0.0
GLYtpp,0.0
GMAND,0.0
GMHEPAT,0.07832414727241484
GMHEPK,0.07832414727241484
GMHEPPA,0.07832414727241484
GMPN,0.0
GMPR,0.0
GMPS,0.56716061151512
GMPS2,0.0
GMPtex,0.0
GND,0.0
GNK,0.0
GNP,0.0
GOFUCR,0.0
GP4GH,0.0
GPDDA1,0.0
GPDDA1pp,0.0
GPDDA2,0.0
GPDDA2pp,0.0
GPDDA3,0.0
GPDDA3pp,0.0
GPDDA4,0.0
GPDDA4pp,0.0
GPDDA5,0.0
GPDDA5pp,0.0
GRTT,0.0022749652639853027
GRXR,0.0
GSNK,0.0
GSNt2pp,0.0
GSNt3pp,0.0
GSNtex,0.0
GSPMDA,0.0
GSPMDS,0.0
GTHOXtex,0.0
GTHOr,0.0
GTHPi,0.0
GTHRDHpp,0.0
GTHRDabc2pp,0.0
GTHRDabcpp,0.0
GTHRDtex,0.0
GTHS,0.0005357098773692954
GTPCI,0.0021428395094770574
GTPCII2,0.0010714197547389956
GTPDPDP,0.0
GTPDPK,0.0
GTPHs,0.0
GTPtex,0.0
GUACYC,0.0
GUAD,0.0
GUAPRT,0.0
GUAt2pp,0.0
GUAtex,0.0
GUAtpp,0.0
GUI1,0.0
GUI2,0.0
GUR1PPpp,0.0
H2O2tex,0.0
H2Otex,-62.39161182100854
H2Otpp,-62.4400851569079
H2SO,0.0
H2St1pp,0.0
H2Stex,0.0
H2tex,0.0
H2tpp,0.0
HACD1,11.89115056803376
HACD2,11.89115056803376
HACD3,0.7523600804659318
HACD4,0.752352873606595
HACD5,0.752352873606595
HACD6,0.6544476895160765
HACD7,0.6348666526979727
HACD8,0.11681358070385363
HADPCOADH3,0.0
HBZOPT,0.0005357098773692954
HCINNMt2rpp,0.0
HCINNMtex,0.0
HCO3E,1.1340329486568224
HCXA_B,0.0
HCXA_G,0.0
HCXB_G,0.0
HCXB_HPPx,0.0
HCXB_HPPy,0.0
HCXB_PPx,0.0
HCXB_PPy,0.0
HCYSMT,0.0
HCYSMT2,0.0
HDCAtexi,0.0
HDCEAtexi,0.0
HEMEOS,0.0005357098773692954
HEPK1,0.01958103681810371
HEPK2,0.01958103681810371
HEPT1,0.01958103681810371
HEPT2,0.01958103681810371
HEPT3,0.01958103681810371
HEPT4,0.01958103681810371
HETZK,0.0
HEX1,99.99999999999999
HEX4,0.0
HEX7,0.0
HEXt2rpp,-11.138790487567828
HG2abcpp,0.0
HG2t3pp,0.0
HG2tex,0.0
HISTD,0.2211448810363581
HISTP,0.2211448810363581
HISabcpp,0.0
HISt2rpp,0.0
HIStex,0.0
HKNDDH,0.0
HKNTDH,0.0
HMBS,0.0016071296321078861
HMPK1,0.0
HOMt2pp,0.0
HOMtex,0.0
HOPNTAL,0.0
HPACOAT,0.0
HPPK2,0.0021428395094770574
HPPPNDO,0.0
HPPPNt2rpp,0.0
HPPPNtex,0.0
HPYRI,0.0
HPYRP,0.0
HPYRRx,0.0
HPYRRy,0.0
HSDy,-1.6458472827516575
HSK,1.2703578998718021
HSST,0.37548938287985517
HSTPT,0.2211448810363581
HXAND,0.0
HXAtex,-11.138790487567828
HXCT,0.0
HXPA_M,0.0
HXPA_S,0.0
HXPRT,0.0
HYD1pp,0.0
HYD2pp,0.0
HYD3pp,0.0
HYPOE,0.0
HYXNtex,0.0
HYXNtpp,0.0
Htex,-287.93877899486614
I2FE2SR,4.804572891204443e-06
I2FE2SS,0.0006558241996494065
I2FE2SS2,0.0006029738978461577
I2FE2ST,5.7654874694453316e-05
I4FE4SR,0.0006029738978461577
I4FE4ST,0.0006029738978461577
ICDHyr,2.614038386636275
ICHORS_copy1,0.002678549386846477
ICHORS_copy2,0.0
ICHORT,0.0016071296321078861
ICL,0.0
ICYSDS,0.0031253746657284864
IDOND,0.0
IDOND2,0.0
IDONt2rpp,0.0
IDONtex,0.0
IG3PS,0.2211448810363581
IGPDH,0.2211448810363581
IGPS,0.1326878895363931
ILETA,-0.6781798773121808
ILEabcpp,0.0
ILEt2rpp,0.0
ILEt3pp,0.0
ILEtex,0.0
IMPC,-1.2767647978222783
IMPD,0.56716061151512
IMPN,0.0
IMPtex,0.0
INDOLEt2pp,0.0
INDOLEt2rpp,0.0
INDOLEtex,0.0
INOSTO,0.0
INOSTt4pp,0.0
INSH,0.0
INSK,0.0
INSTtex,0.0
INSt2pp,0.0
INSt3pp,0.0
INStex,0.0
IPDDI,0.0
IPDPS,0.013642584724575003
IPMD,1.0516681555828493
IPPMIa,-1.0516681555828493
IPPMIb,-1.0516681555828493
IPPS,1.0516681555828493
IPRNADH,0.0
IPRNADPH,0.0
ISETACabcpp,0.0
ISETACtex,0.0
K2L4Aabcpp,0.0
K2L4Aabctex,0.0
KARA1,-2.040833622424011
KARA2,0.6781798773121808
KAS14,0.0
KAS15,0.0
KDOCT2,0.05874311045431113
KDOPP,0.05874311045431113
KDOPS,0.05874311045431113
KDUI,0.0
KG6PDC,0.0
Kabcpp,0.0
Kt2pp,0.44608057008387647
Kt3pp,0.0
Ktex,0.44608057008387647
LA4NTpp,0.0
LACZ,0.0
LACZpp,0.0
LADGMDH,0.0
LALADGLUtex,0.0
LALADGLUtpp,0.0
LALALGLUtex,0.0
LALALGLUtpp,0.0
LALDO2x,0.0
LALDO3,0.0
LALGP,0.0
LCADi,0.0
LCARS,0.0
LCARSyi,0.0
LCTSt3ipp,0.0
LCTStex,0.0
LCTStpp,0.0
LDGUNPD,0.0
LDH_D,0.0
LDH_D2,0.0
LEUTAi,1.0516681555828493
LEUabcpp,0.0
LEUt2rpp,0.0
LEUt3pp,0.0
LEUtex,0.0
LGTHL,0.0
LIPACabcpp,0.0
LIPAHT2ex,0.0
LIPAHTex,0.0
LIPAMPL,0.0
LIPATPT,0.0
LIPAabcpp,0.0
LIPAabctex,0.0
LIPOCT,0.0
LIPOS,7.2068593368066645e-06
LIPOt2pp,0.0
LIPOtex,0.0
LKDRA,0.0
LPADSS,0.01958103681810371
LPLIPAL1A120pp,0.0
LPLIPAL1A140pp,0.0
LPLIPAL1A141pp,0.0
LPLIPAL1A160pp,0.0
LPLIPAL1A161pp,0.0
LPLIPAL1A180pp,0.0
LPLIPAL1A181pp,0.0
LPLIPAL1E120pp,0.0
LPLIPAL1E140pp,0.0
LPLIPAL1E141pp,0.0
LPLIPAL1E160pp,0.0
LPLIPAL1E161pp,0.0
LPLIPAL1E180pp,0.0
LPLIPAL1E181pp,0.0
LPLIPAL1G120pp,0.0
LPLIPAL1G140pp,0.0
LPLIPAL1G141pp,0.0
LPLIPAL1G160pp,0.0
LPLIPAL1G161pp,0.0
LPLIPAL1G180pp,0.0
LPLIPAL1G181pp,0.0
LPLIPAL2A120,0.0
LPLIPAL2A140,0.0
LPLIPAL2A141,0.0
LPLIPAL2A160,0.0
LPLIPAL2A161,0.0
LPLIPAL2A180,0.0
LPLIPAL2A181,0.0
LPLIPAL2ATE120,0.0
LPLIPAL2ATE140,0.0
LPLIPAL2ATE141,0.0
LPLIPAL2ATE160,0.0
LPLIPAL2ATE161,0.0
LPLIPAL2ATE180,0.0
LPLIPAL2ATE181,0.0
LPLIPAL2ATG120,0.0
LPLIPAL2ATG140,0.0
LPLIPAL2ATG141,0.0
LPLIPAL2ATG160,0.0
LPLIPAL2ATG161,0.0
LPLIPAL2ATG180,0.0
LPLIPAL2ATG181,0.0
LPLIPAL2E120,0.0
LPLIPAL2E140,0.0
LPLIPAL2E141,0.0
LPLIPAL2E160,0.0
LPLIPAL2E161,0.0
LPLIPAL2E180,0.0
LPLIPAL2E181,0.0
LPLIPAL2G120,0.0
LPLIPAL2G140,0.0
LPLIPAL2G141,0.0
LPLIPAL2G160,0.0
LPLIPAL2G161,0.0
LPLIPAL2G180,0.0
LPLIPAL2G181,0.0
LSERDHr,0.0
LYSAM,0.0
LYSDC,0.0
LYSabcpp,0.0
LYSt2pp,0.0
LYSt3pp,0.0
LYStex,0.0
LYXI,0.0
LYXt2pp,0.0
LYXtex,0.0
L_LACD2,0.0
L_LACD3,0.0
L_LACt2rpp,0.0
L_LACtex,0.0
M1PD,0.0
MACPD,0.0
MALCOAMT,4.804572891204443e-06
MALDDH,0.0
MALDt2_2pp,0.0
MALDtex,0.0
MALS,0.0
MALTATr,0.0
MALTHXabcpp,0.0
MALTHXtexi,0.0
MALTPTabcpp,0.0
MALTPTtexi,0.0
MALTTRabcpp,0.0
MALTTRtexi,0.0
MALTTTRabcpp,0.0
MALTTTRtexi,0.0
MALTabcpp,0.0
MALTptspp,0.0
MALTtexi,0.0
MALt2_2pp,0.0
MALt2_3pp,0.0
MALt3pp,0.0
MALtex,0.0
MAN1PT2,0.0
MAN6PI,0.0
MAN6Pt6_2pp,0.0
MAN6Ptex,0.0
MANAO,0.0
MANGLYCptspp,0.0
MANGLYCtex,0.0
MANPGH,0.0
MANptspp,0.0
MANtex,0.0
MC6PH,0.0
MCITD,0.0
MCITL2,0.0
MCITS,0.0
MCOATA,0.07833375641819725
MCPST,0.0
MCTP1App,0.014541039855230245
MCTP1Bpp,0.003231075269334988
MCTP2App,0.001616738777890295
MDDCP1pp,0.013087656555640903
MDDCP2pp,0.001616738777890295
MDDCP3pp,0.012926703363785555
MDDCP4pp,0.012926703363785555
MDDCP5pp,0.0
MDDEP1pp,0.0
MDDEP2pp,0.0
MDDEP3pp,0.0
MDDEP4pp,0.0
MDH,1.6774901998131975
MDH2,0.0
MDH3,0.0
ME1,0.0
ME2,0.0
MECDPDH5,0.015917549988560306
MECDPS,0.015917549988560306
MELIBt2pp,0.0
MELIBt3ipp,0.0
MELIBtex,0.0
MEOHtex,-4.804572891204443e-06
MEOHtrpp,-4.804572891204443e-06
MEPCT,0.015917549988560306
MEPNabcpp,0.0
MEPNtex,0.0
METAT,0.020515526245442967
METDabcpp,0.0
METDtex,0.0
METGLCUR,0.0
METGLCURt2pp,0.0
METGLCURtex,0.0
METNA,0.0
METOX1s,0.0
METOX2s,0.0
METS,0.37870844671696213
METSOX1abcpp,0.0
METSOX1tex,0.0
METSOX2abcpp,0.0
METSOX2tex,0.0
METSOXR1,0.0
METSOXR2,0.0
METabcpp,0.0
METt3pp,0.0
METtex,0.0
MG2t3_2pp,0.019826070035555133
MG2tex,0.019826070035555133
MG2tpp,0.0
MG2uabcpp,0.0
MGSA,0.0
MI1PP,0.0
MICITDr,0.0
MINCYCtex,0.0
MINCYCtpp,0.0
MINOHPtexi,0.0
MLDCP1App,0.001453383299589344
MLDCP1Bpp,0.0
MLDCP2App,0.0
MLDCP2Bpp,0.0
MLDCP3App,0.003231075269334988
MLDEP1pp,0.003231075269334988
MLDEP2pp,0.0
MLTG1,-4.736951571734001e-15
MLTG2,-4.736951571734001e-15
MLTG3,0.0
MLTG4,0.0
MLTG5,0.0
MLTGY1pp,0.0
MLTGY2pp,0.0
MLTGY3pp,0.0
MLTGY4pp,0.0
MLTP1,0.0
MLTP2,0.0
MLTP3,0.0
MMCD,0.0
MMETt2pp,0.0
MMETtex,0.0
MMM,0.0
MN2t3pp,0.0
MN2tipp,0.0
MN2tpp,0.0015807044812062615
MN6PP,0.0
MNLptspp,0.0
MNLtex,0.0
MNNH,0.0
MNt2pp,0.0
MNtex,0.0015807044812062615
MOADSUx,6.72640204768622e-05
MOAT,0.01958103681810371
MOAT2,0.01958103681810371
MOAT3C,0.01958103681810371
MOBDabcpp,5.044801535764665e-05
MOBDtex,5.044801535764665e-05
MOCDS,1.681600511921555e-05
MOCOS,3.36320102384311e-05
MOGDS,1.681600511921555e-05
MOHMT,0.001383716992657713
MOX,0.0
MPTAT,3.36320102384311e-05
MPTG,0.03231555726624108
MPTG2,0.001616738777890295
MPTS,3.36320102384311e-05
MPTSS,6.72640204768622e-05
MSAR,0.0
MSO3abcpp,0.0
MSO3tex,0.0
MTAN,0.01620101978914138
MTHFC,2.04815579151028
MTHFD,2.04815579151028
MTHFR2,0.37924415659433147
MTHTHFSs,0.0
MTRPOX,0.0
N2Otex,0.0
N2Otpp,0.0
NACtex,0.0
NACtpp,0.0
NADDP,0.0
NADH10,0.0
NADH16pp,19.996785740735785
NADH17pp,0.0
NADH18pp,0.0
NADH5,0.0
NADH9,0.0
NADHHR,0.0
NADHHS,0.0
NADHPO,0.0
NADHXD,0.0
NADHXE,0.0
NADK,0.001073822041187067
NADN,0.0
NADPHHR,0.0
NADPHHS,0.0
NADPHQR2,0.0
NADPHQR3,0.0
NADPHQR4,0.0
NADPHXD,0.0
NADPHXE,0.0
NADPPPS,0.0
NADS1,0.005474810809569833
NADTRHD,0.0
NAMNPP,0.0
NAt3_1p5pp,0.0
NAt3_2pp,0.0
NAt3pp,0.0
NAtex,0.0
NDP3,0.0
NDP7,0.0
NDPK1,0.0
NDPK2,0.0
NDPK3,0.0
NDPK4,0.0
NDPK5,0.0
NDPK6,0.0
NDPK7,0.0
NDPK8,0.0
NH4tex,25.293875777807564
NH4tpp,25.293875777807564
NHFRBO,0.0
NI2abcpp,0.0
NI2t3pp,0.0
NI2tex,0.0007375019387998819
NI2tpp,0.0007375019387998819
NI2uabcpp,0.0
NMNAT,0.0
NMNDA,0.0
NMNN,0.0
NMNPtpp,0.0
NMNt7pp,0.0
NMNtex,0.0
NNAM,0.0
NNATr,0.005474810809569833
NNDMBRT,0.0
NNDPR,0.005474810809569833
NO2t2rpp,0.0
NO2tex,0.0
NO3R1bpp,0.0
NO3R1pp,0.0
NO3R2bpp,0.0
NO3R2pp,0.0
NO3t7pp,0.0
NO3tex,0.0
NODOx,0.0
NODOy,0.0
NOVBCNtex,0.0
NOVBCNtpp,0.0
NOtex,0.0
NOtpp,0.0
NTD1,0.0
NTD10,0.0
NTD10pp,0.0
NTD11,0.0
NTD11pp,0.0
NTD12,0.0
NTD12pp,0.0
NTD1pp,0.0
NTD2,0.0
NTD2pp,0.0
NTD3,0.0
NTD3pp,0.0
NTD4,0.0
NTD4pp,0.0
NTD5,0.0
NTD5pp,0.0
NTD6,0.0
NTD6pp,0.0
NTD7,0.0
NTD7pp,0.0
NTD8,0.0
NTD8pp,0.0
NTD9,0.0
NTD9pp,0.0
NTP1,0.0
NTP10,0.0
NTP11,0.0
NTP12,0.0
NTP3,0.0
NTP3pp,0.0
NTP5,0.0
NTPP1,0.0
NTPP10,0.0
NTPP11,0.0
NTPP2,0.0
NTPP3,0.0
NTPP4,0.0
NTPP5,0.0
NTPP6,0.0
NTPP7,0.0
NTPP8,0.0
NTPP9,0.0
NTPTP1,0.0
NTPTP2,0.0
NTRIR2x,0.0
NTRIR3pp,0.0
NTRIR4pp,0.0
O16A4COLIPAabctex,0.0
O16A4Lpp,0.0
O16AP1pp,0.0
O16AP2pp,0.0
O16AP3pp,0.0
O16AT,0.0
O16AUNDtpp,0.0
O16GALFT,0.0
O16GLCT1,0.0
O16GLCT2,0.0
O2Stex,0.0
O2tex,10.0
O2tpp,10.0
OAADC,0.0
OBTFL,0.0
OCBT,0.6904651701949905
OCDCAtexi,0.0
OCDCEAtexi,0.0
OCTAtex,0.0
OCTDPS,0.0016071296321078861
OCTNLL,7.2068593368066645e-06
OGMEACPD,4.804572891204443e-06
OGMEACPR,4.804572891204443e-06
OGMEACPS,4.804572891204443e-06
OHPBAT,-0.001607129632107762
OHPHM,0.0005357098773692954
OMBZLM,0.0005357098773692954
OMCDC,1.0516681555828493
OMMBLHX3,0.0005357098773692954
OMMBLHXy,0.0
OMPDC,0.7695100034010859
OMPHHXy,0.0005357098773692954
OP4ENH,0.0
OPHBDC,0.0005357098773692954
OPHHX3,0.0005357098773692954
OPHHXy,0.0
OPMEACPD,4.804572891204443e-06
OPMEACPR,4.804572891204443e-06
OPMEACPS,4.804572891204443e-06
ORNDC,0.0961250898343273
ORNabcpp,0.0
ORNtex,0.0
OROTt2_2pp,0.0
OROTtex,0.0
ORPT,-0.7695100034010859
OXAMTC,0.0
OXCDC,0.0
OXCOAHDH,0.0
OXDHCOAT,0.0
P5CD,0.0
P5CR,0.5160063239424659
PA120abcpp,0.0
PA140abcpp,0.0
PA141abcpp,0.0
PA160abcpp,0.0
PA161abcpp,0.0
PA180abcpp,0.0
PA181abcpp,0.0
PAAT,0.0
PACALDt2rpp,0.0
PACALDtex,0.0
PACCOAE,0.0
PACCOAL,0.0
PACOAT,0.0
PAI2I,0.0032190638371069774
PAI2T,0.0032190638371069774
PANTS,0.001383716992657713
PAPA120,0.0
PAPA120pp,0.0
PAPA140,0.0
PAPA140pp,0.0
PAPA141,0.0
PAPA141pp,0.0
PAPA160,0.0
PAPA160pp,0.0
PAPA161,0.0
PAPA161pp,0.0
PAPA180,0.0
PAPA180pp,0.0
PAPA181,0.0
PAPA181pp,0.0
PAPPT3,0.06624785331037246
PAPSR,0.594308850636861
PAPSR2,0.0
PCNO,0.0
PDE1,0.0
PDE4,0.0
PDH,0.0
PDX5PO2,0.0005357098773692954
PDX5POi,0.0
PDX5PS,0.0005357098773692954
PDXIx,0.0
PDXIy,0.0
PDXPP,0.0
PE120abcpp,0.0
PE140abcpp,0.0
PE141abcpp,0.0
PE160abcpp,0.10609457858357652
PE161abcpp,0.0825185394064363
PE180abcpp,0.0
PE181abcpp,0.042530079232941734
PEAMNOpp,0.0
PEAMNtex,0.0
PERD,-0.001607129632107762
PETNT161pp,0.0
PETNT181pp,0.0
PFK,0.0
PFK_2,0.0
PFK_3,0.0
PFL,75.46842256168462
PG120abcpp,0.0
PG140abcpp,0.0
PG141abcpp,0.0
PG160abcpp,0.03960649662864383
PG161abcpp,0.030806921378402886
PG180abcpp,0.0
PG181abcpp,0.015876711118985084
PGAMT,-0.17165778025695233
PGCD,3.819688298809381
PGI,99.53169347572135
PGK,-95.84914450323276
PGL,0.0
PGLYCP,0.0
PGM,-92.02945620442338
PGMT,-0.4683065242786293
PGP120abcpp,0.0
PGP140abcpp,0.0
PGP141abcpp,0.0
PGP160abcpp,0.0
PGP161abcpp,0.0
PGP180abcpp,0.0
PGP181abcpp,0.0
PGPP120,0.0
PGPP120pp,0.0
PGPP140,0.0
PGPP140pp,0.0
PGPP141,0.0
